"exchange","exchange_token","trading_symbol","groww_symbol","name","instrument_type","segment","series","isin","underlying_symbol","underlying_exchange_token","expiry_date","strike_price","lot_size","tick_size","freeze_quantity","is_reserved","buy_allowed","sell_allowed","internal_trading_symbol","is_intraday"
"NSE",263,"ATUL","NSE-ATUL","Atul","EQ","CASH","EQ","INE100A01010",,,,,1,0.5,,,1,1,"ATUL-EQ",0
"NSE",14828,"WSI","NSE-WSI","WS Industries India","EQ","CASH","EQ","INE100D01014",,,,,1,0.01,,,1,1,"WSI-EQ",0
"NSE",759517,"MIDWESTLTD","NSE-MIDWESTLTD","Midwest","EQ","CASH","EQ","INE0XAD01024",,,,,1,0.1,,,1,1,"MIDWESTLTD-EQ",0
"NSE",530,"BPL","NSE-BPL","BPL","EQ","CASH","EQ","INE110A01019",,,,,1,0.01,,,1,1,"BPL-EQ",0
"NSE",759007,"ATLANTAELE","NSE-ATLANTAELE","Atlanta Electricals","EQ","CASH","EQ","INE0Z4F01028",,,,,1,0.05,,,1,1,"ATLANTAELE-EQ",0
"NSE",6407,"LAMBODHARA","NSE-LAMBODHARA","Lambodhara Textile","EQ","CASH","EQ","INE112F01022",,,,,1,0.01,,,1,1,"LAMBODHARA-EQ",0
"NSE",1997,"LICHSGFIN","NSE-LICHSGFIN","LIC Housing Finance","EQ","CASH","EQ","INE115A01026",,,,,1,0.05,,,1,1,"LICHSGFIN-EQ",0
"NSE",8866,"CHOICEIN","NSE-CHOICEIN","Choice Intl","EQ","CASH","EQ","INE102B01014",,,,,1,0.05,,,1,1,"CHOICEIN-EQ",0
"NSE",25977,"AFCONS","NSE-AFCONS","Afcons Infra","EQ","CASH","EQ","INE101I01011",,,,,1,0.05,,,1,1,"AFCONS-EQ",0
"NSE",9581,"METROPOLIS","NSE-METROPOLIS","Metropolis Health.","EQ","CASH","EQ","INE112L01020",,,,,1,0.1,,,1,1,"METROPOLIS-EQ",0
"NSE",18931,"SUNDARAM","NSE-SUNDARAM","Sundaram Multi Pap","EQ","CASH","EQ","INE108E01023",,,,,1,0.01,,,1,1,"SUNDARAM-EQ",0
"NSE",16725,"RPGLIFE","NSE-RPGLIFE","RPG Life Sciences","EQ","CASH","EQ","INE105J01010",,,,,1,0.1,,,1,1,"RPGLIFE-EQ",0
"NSE",759244,"JAINREC","NSE-JAINREC","Jain Resource Recycl","EQ","CASH","EQ","INE0YD401026",,,,,1,0.05,,,1,1,"JAINREC-EQ",0
"NSE",759079,"DEVX","NSE-DEVX","Dev Accelerator ","EQ","CASH","EQ","INE0VOV01021",,,,,1,0.01,,,1,1,"DEVX-EQ",0
"NSE",3048,"SCI","NSE-SCI","Shipping Corporation","EQ","CASH","EQ","INE109A01011",,,,,1,0.05,,,1,1,"SCI-EQ",0
"NSE",14063,"WANBURY","NSE-WANBURY","Wanbury","EQ","CASH","EQ","INE107F01022",,,,,1,0.05,,,1,1,"WANBURY-EQ",0
"NSE",11868,"63MOONS","NSE-63MOONS","63 Moons Tech","EQ","CASH","EQ","INE111B01023",,,,,1,0.05,,,1,1,"63MOONS-EQ",0
"NSE",2320,"SMCGLOBAL","NSE-SMCGLOBAL","SMC Global Sec.","EQ","CASH","EQ","INE103C01036",,,,,1,0.01,,,1,1,"SMCGLOBAL-EQ",0
"NSE",14813,"ADSL","NSE-ADSL","Allied Digital Serv.","EQ","CASH","EQ","INE102I01027",,,,,1,0.01,,,1,1,"ADSL-EQ",0
"NSE",2283,"MRPL","NSE-MRPL","MRPL","EQ","CASH","EQ","INE103A01014",,,,,1,0.01,,,1,1,"MRPL-EQ",0
"NSE",757545,"TRAVELFOOD","NSE-TRAVELFOOD","Travel Food Services","EQ","CASH","EQ","INE103V01028",,,,,1,0.1,,,1,1,"TRAVELFOOD-EQ",0
"NSE",29008,"TVSHLTD","NSE-TVSHLTD","TVS Holdings","EQ","CASH","EQ","INE105A01035",,,,,1,1,,,1,1,"TVSHLTD-EQ",0
"NSE",17263,"ARMANFIN","NSE-ARMANFIN","Arman Financial Serv","EQ","CASH","EQ","INE109C01017",,,,,1,0.1,,,1,1,"ARMANFIN-EQ",0
"NSE",4749,"CONCOR","NSE-CONCOR","Container Corp","EQ","CASH","EQ","INE111A01025",,,,,1,0.05,,,1,1,"CONCOR-EQ",0
"NSE",2031,"M&M","NSE-M&M","Mahindra & Mahindra","EQ","CASH","EQ","INE101A01026",,,,,1,0.1,,,1,1,"M&M-EQ",0
"NSE",23864,"AWFIS","NSE-AWFIS","Awfis Space Solution","EQ","CASH","EQ","INE108V01019",,,,,1,0.05,,,1,1,"AWFIS-EQ",0
"NSE",18049,"MINDTECK","NSE-MINDTECK","Mindteck (India)","EQ","CASH","EQ","INE110B01017",,,,,1,0.05,,,1,1,"MINDTECK-EQ",0
"NSE",3980,"TNPL","NSE-TNPL","TN Newsprint","EQ","CASH","EQ","INE107A01015",,,,,1,0.01,,,1,1,"TNPL-EQ",0
"NSE",2963,"SAIL","NSE-SAIL","SAIL","EQ","CASH","EQ","INE114A01011",,,,,1,0.01,,,1,1,"SAIL-EQ",0
"NSE",2868,"HITECH","NSE-HITECH","Hi-Tech Pipes","EQ","CASH","EQ","INE106T01025",,,,,1,0.01,,,1,1,"HITECH-EQ",0
"NSE",7886,"MHLXMIRU","NSE-MHLXMIRU","MRT","EQ","CASH","EQ","INE112D01035",,,,,1,0.01,,,1,1,"MHLXMIRU-EQ",0
"NSE",27052,"SAGILITY","NSE-SAGILITY","Sagility","EQ","CASH","EQ","INE0W2G01015",,,,,1,0.01,,,1,1,"SAGILITY-EQ",0
"NSE",11872,"GRANULES","NSE-GRANULES","Granules India","EQ","CASH","EQ","INE101D01020",,,,,1,0.05,,,1,1,"GRANULES-EQ",0
"NSE",5264,"PDSL","NSE-PDSL","Pds In","EQ","CASH","EQ","INE111Q01021",,,,,1,0.05,,,1,1,"PDSL-EQ",0
"NSE",29171,"LAXMIDENTL","NSE-LAXMIDENTL","Laxmi Denta","EQ","CASH","EQ","INE0WO601020",,,,,1,0.05,,,1,1,"LAXMIDENTL-EQ",0
"NSE",1174,"GNFC","NSE-GNFC","GNFC","EQ","CASH","EQ","INE113A01013",,,,,1,0.05,,,1,1,"GNFC-EQ",0
"NSE",17957,"MMTC","NSE-MMTC","MMTC","EQ","CASH","EQ","INE123F01029",,,,,1,0.01,,,1,1,"MMTC-EQ",0
"NSE",13,"ABB","NSE-ABB","ABB India","EQ","CASH","EQ","INE117A01022",,,,,1,0.5,,,1,1,"ABB-EQ",0
"NSE",15161,"HITECHCORP","NSE-HITECHCORP","Hitech Corporation","EQ","CASH","EQ","INE120D01012",,,,,1,0.01,,,1,1,"HITECHCORP-EQ",0
"NSE",5426,"NUVOCO","NSE-NUVOCO","Nuvoco Vistas","EQ","CASH","EQ","INE118D01016",,,,,1,0.05,,,1,1,"NUVOCO-EQ",0
"NSE",305,"BAJAJHLDNG","NSE-BAJAJHLDNG","Bajaj Hold & Invest","EQ","CASH","EQ","INE118A01012",,,,,1,1,,,1,1,"BAJAJHLDNG-EQ",0
"NSE",28125,"IKS","NSE-IKS","Inventurus Knowledge","EQ","CASH","EQ","INE115Q01022",,,,,1,0.1,,,1,1,"IKS-EQ",0
"NSE",685,"CHOLAFIN","NSE-CHOLAFIN","Cholamandalam Invest","EQ","CASH","EQ","INE121A01024",,,,,1,0.1,,,1,1,"CHOLAFIN-EQ",0
"NSE",11226,"BAGFILMS","NSE-BAGFILMS","BAG Films & Media","EQ","CASH","EQ","INE116D01028",,,,,1,0.01,,,1,1,"BAGFILMS-EQ",0
"NSE",29135,"INDUSTOWER","NSE-INDUSTOWER","Indus Towers","EQ","CASH","EQ","INE121J01017",,,,,1,0.05,,,1,1,"INDUSTOWER-EQ",0
"NSE",3396,"TAINWALCHM","NSE-TAINWALCHM","Tainwala Chemicals","EQ","CASH","EQ","INE123C01018",,,,,1,0.01,,,1,1,"TAINWALCHM-EQ",0
"NSE",11220,"VARDHACRLC","NSE-VARDHACRLC","Vardhman Acrylics","EQ","CASH","EQ","INE116G01013",,,,,1,0.01,,,1,1,"VARDHACRLC-EQ",0
"NSE",916,"EIDPARRY","NSE-EIDPARRY","EID-Parry India","EQ","CASH","EQ","INE126A01031",,,,,1,0.1,,,1,1,"EIDPARRY-EQ",0
"NSE",6803,"STEELCAS","NSE-STEELCAS","Steelcast","EQ","CASH","EQ","INE124E01038",,,,,1,0.01,,,1,1,"STEELCAS-EQ",0
"NSE",595,"CARBORUNIV","NSE-CARBORUNIV","Carborundum Univer.","EQ","CASH","EQ","INE120A01034",,,,,1,0.05,,,1,1,"CARBORUNIV-EQ",0
"NSE",19279,"THEJO","NSE-THEJO","Thejo Engg","EQ","CASH","EQ","INE121N01019",,,,,1,0.1,,,1,1,"THEJO-EQ",0
"NSE",14361,"APOLLOPIPE","NSE-APOLLOPIPE","Apollo Pipes","EQ","CASH","EQ","INE126J01016",,,,,1,0.05,,,1,1,"APOLLOPIPE-EQ",0
"NSE",19585,"BSE","NSE-BSE","BSE","EQ","CASH","EQ","INE118H01025",,,,,1,0.1,,,1,1,"BSE-EQ",0
"NSE",154,"APCOTEXIND","NSE-APCOTEXIND","Apcotex Industries","EQ","CASH","EQ","INE116A01032",,,,,1,0.05,,,1,1,"APCOTEXIND-EQ",0
"NSE",14702,"NAGREEKEXP","NSE-NAGREEKEXP","Nagreeka Exports","EQ","CASH","EQ","INE123B01028",,,,,1,0.01,,,1,1,"NAGREEKEXP-EQ",0
"NSE",757955,"PASHUPATI","NSE-PASHUPATI","Pashupati Cotspin","EQ","CASH","EQ","INE124Y01010",,,,,1,0.05,,,1,1,"PASHUPATI-EQ",0
"NSE",17869,"JSWENERGY","NSE-JSWENERGY","JSW Energy","EQ","CASH","EQ","INE121E01018",,,,,1,0.05,,,1,1,"JSWENERGY-EQ",0
"NSE",15044,"DELTACORP","NSE-DELTACORP","Delta Corp","EQ","CASH","EQ","INE124G01033",,,,,1,0.01,,,1,1,"DELTACORP-EQ",0
"NSE",21808,"SBILIFE","NSE-SBILIFE","SBI Life Insurance","EQ","CASH","EQ","INE123W01016",,,,,1,0.1,,,1,1,"SBILIFE-EQ",0
"NSE",341,"BALRAMCHIN","NSE-BALRAMCHIN","Balrampur Chini Mill","EQ","CASH","EQ","INE119A01028",,,,,1,0.05,,,1,1,"BALRAMCHIN-EQ",0
"NSE",1835,"KANORICHEM","NSE-KANORICHEM","Kanoria Chemical","EQ","CASH","EQ","INE138C01024",,,,,1,0.01,,,1,1,"KANORICHEM-EQ",0
"NSE",759876,"UTLSOLAR","NSE-UTLSOLAR","Fujiyama Power Syste","EQ","CASH","EQ","INE12UR01024",,,,,1,0.01,,,1,1,"UTLSOLAR-EQ",0
"NSE",20293,"TATATECH","NSE-TATATECH","Tata Technologies","EQ","CASH","EQ","INE142M01025",,,,,1,0.05,,,1,1,"TATATECH-EQ",0
"NSE",6543,"GRPLTD","NSE-GRPLTD","GRP","EQ","CASH","EQ","INE137I01015",,,,,1,0.1,,,1,1,"GRPLTD-EQ",0
"NSE",16921,"20MICRONS","NSE-20MICRONS","20 Microns","EQ","CASH","EQ","INE144J01027",,,,,1,0.01,,,1,1,"20MICRONS-EQ",0
"NSE",13359,"KFINTECH","NSE-KFINTECH","KFin Technologies","EQ","CASH","EQ","INE138Y01010",,,,,1,0.1,,,1,1,"KFINTECH-EQ",0
"NSE",31468,"LYPSAGEMS","NSE-LYPSAGEMS","Lypsa Gems","EQ","CASH","EQ","INE142K01011",,,,,1,0.01,,,1,1,"LYPSAGEMS-EQ",0
"NSE",757767,"SAMBHV","NSE-SAMBHV","Sambhv Steel Tubes","EQ","CASH","EQ","INE12NJ01018",,,,,1,0.01,,,1,1,"SAMBHV-EQ",0
"NSE",2972,"ORIENTELEC","NSE-ORIENTELEC","Orient Electric","EQ","CASH","EQ","INE142Z01019",,,,,1,0.01,,,1,1,"ORIENTELEC-EQ",0
"NSE",19196,"TI","NSE-TI","Tilaknagar Inds","EQ","CASH","EQ","INE133E01013",,,,,1,0.05,,,1,1,"TI-EQ",0
"NSE",1467,"AKZOINDIA","NSE-AKZOINDIA","Akzo Nobel India","EQ","CASH","EQ","INE133A01011",,,,,1,0.1,,,1,1,"AKZOINDIA-EQ",0
"NSE",436,"IFGLEXPOR","NSE-IFGLEXPOR","IFGL Refractories","EQ","CASH","EQ","INE133Y01011",,,,,1,0.01,,,1,1,"IFGLEXPOR-EQ",0
"NSE",27079,"KPEL","NSE-KPEL","KP ENERGY","EQ","CASH","EQ","INE127T01021",,,,,1,0.05,,,1,1,"KPEL-EQ",0
"NSE",2256,"PENINLAND","NSE-PENINLAND","Peninsula Land","EQ","CASH","EQ","INE138A01028",,,,,1,0.01,,,1,1,"PENINLAND-EQ",0
"NSE",5204,"GMDCLTD","NSE-GMDCLTD","GMDC","EQ","CASH","EQ","INE131A01031",,,,,1,0.05,,,1,1,"GMDCLTD-EQ",0
"NSE",11782,"EVEREADY","NSE-EVEREADY","Eveready Industries","EQ","CASH","EQ","INE128A01029",,,,,1,0.05,,,1,1,"EVEREADY-EQ",0
"NSE",12022,"AURIONPRO","NSE-AURIONPRO","Aurionpro Solutions","EQ","CASH","EQ","INE132H01018",,,,,1,0.1,,,1,1,"AURIONPRO-EQ",0
"NSE",4064,"CUBEXTUB","NSE-CUBEXTUB","Cubex Tubings","EQ","CASH","EQ","INE144D01012",,,,,1,0.01,,,1,1,"CUBEXTUB-EQ",0
"NSE",5748,"CYIENT","NSE-CYIENT","Cyient","EQ","CASH","EQ","INE136B01020",,,,,1,0.1,,,1,1,"CYIENT-EQ",0
"NSE",12032,"FIVESTAR","NSE-FIVESTAR","Five Star Business","EQ","CASH","EQ","INE128S01021",,,,,1,0.05,,,1,1,"FIVESTAR-EQ",0
"NSE",10700,"SURANAT&P","NSE-SURANAT&P","Surana Telecom","EQ","CASH","EQ","INE130B01031",,,,,1,0.01,,,1,1,"SURANAT&P-EQ",0
"NSE",13218,"SULA","NSE-SULA","Sula Vineyards","EQ","CASH","EQ","INE142Q01026",,,,,1,0.05,,,1,1,"SULA-EQ",0
"NSE",4244,"HDFCAMC","NSE-HDFCAMC","HDFC Asset Mgmt Co","EQ","CASH","EQ","INE127D01025",,,,,1,0.5,,,1,1,"HDFCAMC-EQ",0
"NSE",4717,"GAIL","NSE-GAIL","GAIL (India)","EQ","CASH","EQ","INE129A01019",,,,,1,0.01,,,1,1,"GAIL-EQ",0
"NSE",20936,"KIRLOSENG","NSE-KIRLOSENG","Kirloskar Oil Engines","EQ","CASH","EQ","INE146L01010",,,,,1,0.05,,,1,1,"KIRLOSENG-EQ",0
"NSE",6364,"NATIONALUM","NSE-NATIONALUM","NALCO","EQ","CASH","EQ","INE139A01034",,,,,1,0.01,,,1,1,"NATIONALUM-EQ",0
"NSE",6943,"TARSONS","NSE-TARSONS","Tarsons Products","EQ","CASH","EQ","INE144Z01023",,,,,1,0.05,,,1,1,"TARSONS-EQ",0
"NSE",18214,"TEXMOPIPES","NSE-TEXMOPIPES","Texmo Pipes","EQ","CASH","EQ","INE141K01013",,,,,1,0.01,,,1,1,"TEXMOPIPES-EQ",0
"NSE",31507,"JPOLYINVST","NSE-JPOLYINVST","Jindal Poly Invst","EQ","CASH","EQ","INE147P01019",,,,,1,0.05,,,1,1,"JPOLYINVST-EQ",0
"NSE",14597,"ALPHAGEO","NSE-ALPHAGEO","Alphageo (India)","EQ","CASH","EQ","INE137C01018",,,,,1,0.05,,,1,1,"ALPHAGEO-EQ",0
"NSE",30125,"SAMMAANCAP","NSE-SAMMAANCAP","Sammaan Capital","EQ","CASH","EQ","INE148I01020",,,,,1,0.01,,,1,1,"SAMMAANCAP-EQ",0
"NSE",3570,"UCAL","NSE-UCAL","UCAL","EQ","CASH","EQ","INE139B01016",,,,,1,0.01,,,1,1,"UCAL-EQ",0
"NSE",471,"OSWALGREEN","NSE-OSWALGREEN","Oswal Greentech","EQ","CASH","EQ","INE143A01010",,,,,1,0.01,,,1,1,"OSWALGREEN-EQ",0
"NSE",24225,"RELAXO","NSE-RELAXO","Relaxo Footwears","EQ","CASH","EQ","INE131B01039",,,,,1,0.05,,,1,1,"RELAXO-EQ",0
"NSE",759057,"SAATVIKGL","NSE-SAATVIKGL","Saatvik Green Energy","EQ","CASH","EQ","INE13B501022",,,,,1,0.05,,,1,1,"SAATVIKGL-EQ",0
"NSE",14299,"PFC","NSE-PFC","Power Finance Corp","EQ","CASH","EQ","INE134E01011",,,,,1,0.05,,,1,1,"PFC-EQ",0
"NSE",9917,"NEOGEN","NSE-NEOGEN","Neogen Chemicals","EQ","CASH","EQ","INE136S01016",,,,,1,0.1,,,1,1,"NEOGEN-EQ",0
"NSE",12024,"ACI","NSE-ACI","Archean Chem Inds","EQ","CASH","EQ","INE128X01021",,,,,1,0.05,,,1,1,"ACI-EQ",0
"NSE",3252,"SPIC","NSE-SPIC","Southern Petrochem","EQ","CASH","EQ","INE147A01011",,,,,1,0.01,,,1,1,"SPIC-EQ",0
"NSE",381,"SINTERCOM","NSE-SINTERCOM","Sintercom India","EQ","CASH","EQ","INE129Z01016",,,,,1,0.01,,,1,1,"SINTERCOM-EQ",0
"NSE",6125,"GOODLUCK","NSE-GOODLUCK","Goodluck India","EQ","CASH","EQ","INE127I01024",,,,,1,0.1,,,1,1,"GOODLUCK-EQ",0
"NSE",2514,"OSWALAGRO","NSE-OSWALAGRO","Oswal Agro Mills","EQ","CASH","EQ","INE142A01012",,,,,1,0.01,,,1,1,"OSWALAGRO-EQ",0
"NSE",3512,"TNTELE","NSE-TNTELE","TN Telecommunication","EQ","CASH","EQ","INE141D01018",,,,,1,0.01,,,1,1,"TNTELE-EQ",0
"NSE",3509,"TNPETRO","NSE-TNPETRO","TN Petro Products","EQ","CASH","EQ","INE148A01019",,,,,1,0.01,,,1,1,"TNPETRO-EQ",0
"NSE",18220,"KECL","NSE-KECL","Kirloskar Electric","EQ","CASH","EQ","INE134B01017",,,,,1,0.01,,,1,1,"KECL-EQ",0
"NSE",11932,"FUSION","NSE-FUSION","Fusion Finance","EQ","CASH","EQ","INE139R01012",,,,,1,0.01,,,1,1,"FUSION-EQ",0
"NSE",9599,"DELHIVERY","NSE-DELHIVERY","Delhivery","EQ","CASH","EQ","INE148O01028",,,,,1,0.05,,,1,1,"DELHIVERY-EQ",0
"NSE",3456,"TMPV","NSE-TMPV","Tata Motors Passenger","EQ","CASH","EQ","INE155A01022",,,,,1,0.05,,,1,1,"TMPV-EQ",0
"NSE",4040,"EIMCOELECO","NSE-EIMCOELECO","Eimco Elecon India","EQ","CASH","EQ","INE158B01016",,,,,1,0.1,,,1,1,"EIMCOELECO-EQ",0
"NSE",25584,"TRITURBINE","NSE-TRITURBINE","Triveni Turbine","EQ","CASH","EQ","INE152M01016",,,,,1,0.05,,,1,1,"TRITURBINE-EQ",0
"NSE",8727,"SHAILY","NSE-SHAILY","Shaily","EQ","CASH","EQ","INE151G01028",,,,,1,0.1,,,1,1,"SHAILY-EQ",0
"NSE",29487,"NIBE","NSE-NIBE","NIBE","EQ","CASH","EQ","INE149O01018",,,,,1,0.1,,,1,1,"NIBE-EQ",0
"NSE",13430,"KELLTONTEC","NSE-KELLTONTEC","Kellton Tech Soln","EQ","CASH","EQ","INE164B01030",,,,,1,0.01,,,1,1,"KELLTONTEC-EQ",0
"NSE",1660,"ITC","NSE-ITC","ITC","EQ","CASH","EQ","INE154A01025",,,,,1,0.05,,,1,1,"ITC-EQ",0
"NSE",17279,"BLS","NSE-BLS","BLS Intl Serv","EQ","CASH","EQ","INE153T01027",,,,,1,0.05,,,1,1,"BLS-EQ",0
"NSE",11522,"NIITLTD","NSE-NIITLTD","NIIT","EQ","CASH","EQ","INE161A01038",,,,,1,0.01,,,1,1,"NIITLTD-EQ",0
"NSE",756843,"ABLBL","NSE-ABLBL","Aditya Birla Lifesty","EQ","CASH","EQ","INE14LE01019",,,,,1,0.01,,,1,1,"ABLBL-EQ",0
"NSE",10666,"PNB","NSE-PNB","PNB","EQ","CASH","EQ","INE160A01022",,,,,1,0.01,,,1,1,"PNB-EQ",0
"NSE",3972,"PARASPETRO","NSE-PARASPETRO","Paras Petrofils","EQ","CASH","EQ","INE162C01024",,,,,1,0.01,,,1,1,"PARASPETRO-EQ",0
"NSE",11301,"LUXIND","NSE-LUXIND","Lux Industries","EQ","CASH","EQ","INE150G01020",,,,,1,0.1,,,1,1,"LUXIND-EQ",0
"NSE",1145,"GIPCL","NSE-GIPCL","Guj Inds Power Co","EQ","CASH","EQ","INE162A01010",,,,,1,0.01,,,1,1,"GIPCL-EQ",0
"NSE",21740,"CHOLAHLDNG","NSE-CHOLAHLDNG","Cholamandalam Fin.","EQ","CASH","EQ","INE149A01033",,,,,1,0.1,,,1,1,"CHOLAHLDNG-EQ",0
"NSE",11427,"NDTV","NSE-NDTV","New Delhi Television","EQ","CASH","EQ","INE155G01029",,,,,1,0.01,,,1,1,"NDTV-EQ",0
"NSE",10993,"INDORAMA","NSE-INDORAMA","Indo Rama Synthetics","EQ","CASH","EQ","INE156A01020",,,,,1,0.01,,,1,1,"INDORAMA-EQ",0
"NSE",22347,"MACPOWER","NSE-MACPOWER","Macpower CNC","EQ","CASH","EQ","INE155Z01011",,,,,1,0.05,,,1,1,"MACPOWER-EQ",0
"NSE",3721,"TATACOMM","NSE-TATACOMM","Tata Communications","EQ","CASH","EQ","INE151A01013",,,,,1,0.1,,,1,1,"TATACOMM-EQ",0
"NSE",18359,"SANDUMA","NSE-SANDUMA","Sandur Manganese","EQ","CASH","EQ","INE149K01016",,,,,1,0.01,,,1,1,"SANDUMA-EQ",0
"NSE",17691,"VIJIFIN","NSE-VIJIFIN","Viji Finance","EQ","CASH","EQ","INE159N01027",,,,,1,0.01,,,1,1,"VIJIFIN-EQ",0
"NSE",2442,"NOCIL","NSE-NOCIL","NOCIL","EQ","CASH","EQ","INE163A01018",,,,,1,0.01,,,1,1,"NOCIL-EQ",0
"NSE",9931,"VIKASLIFE","NSE-VIKASLIFE","Vikas Lifecare","EQ","CASH","EQ","INE161L01027",,,,,1,0.01,,,1,1,"VIKASLIFE-EQ",0
"NSE",17256,"ALBERTDAVD","NSE-ALBERTDAVD","Albert David","EQ","CASH","EQ","INE155C01010",,,,,1,0.05,,,1,1,"ALBERTDAVD-EQ",0
"NSE",1348,"HEROMOTOCO","NSE-HEROMOTOCO","Hero MotoCorp","EQ","CASH","EQ","INE158A01026",,,,,1,0.5,,,1,1,"HEROMOTOCO-EQ",0
"NSE",13463,"PIONEEREMB","NSE-PIONEEREMB","Pioneer Embroideries","EQ","CASH","EQ","INE156C01018",,,,,1,0.01,,,1,1,"PIONEEREMB-EQ",0
"NSE",4487,"ALKYLAMINE","NSE-ALKYLAMINE","Alkyl Amines Chem","EQ","CASH","EQ","INE150B01039",,,,,1,0.1,,,1,1,"ALKYLAMINE-EQ",0
"NSE",338,"BALMLAWRIE","NSE-BALMLAWRIE","Balmer Lawrie & Co","EQ","CASH","EQ","INE164A01016",,,,,1,0.01,,,1,1,"BALMLAWRIE-EQ",0
"NSE",1153,"GLAXO","NSE-GLAXO","GSK Pharma","EQ","CASH","EQ","INE159A01016",,,,,1,0.1,,,1,1,"GLAXO-EQ",0
"NSE",2018,"LUMAXIND","NSE-LUMAXIND","Lumax Industries","EQ","CASH","EQ","INE162B01018",,,,,1,0.1,,,1,1,"LUMAXIND-EQ",0
"NSE",14667,"KMSUGAR","NSE-KMSUGAR","KM Sugar Mills","EQ","CASH","EQ","INE157H01023",,,,,1,0.01,,,1,1,"KMSUGAR-EQ",0
"NSE",3475,"THERMAX","NSE-THERMAX","Thermax","EQ","CASH","EQ","INE152A01029",,,,,1,0.1,,,1,1,"THERMAX-EQ",0
"NSE",759820,"PINELABS","NSE-PINELABS","Pine Labs","EQ","CASH","EQ","INE15B701018",,,,,1,0.01,,,1,1,"PINELABS-EQ",0
"NSE",2294,"MTNL","NSE-MTNL","MTNL","EQ","CASH","EQ","INE153A01019",,,,,1,0.01,,,1,1,"MTNL-EQ",0
"NSE",21794,"DAVANGERE","NSE-DAVANGERE","Davangere Sugar Co","EQ","CASH","EQ","INE179G01029",,,,,1,0.01,,,1,1,"DAVANGERE-EQ",0
"NSE",1008,"FACT","NSE-FACT","Fert & Chem Travan","EQ","CASH","EQ","INE188A01015",,,,,1,0.05,,,1,1,"FACT-EQ",0
"NSE",11253,"WELSPUNLIV","NSE-WELSPUNLIV","Welspun Living","EQ","CASH","EQ","INE192B01031",,,,,1,0.01,,,1,1,"WELSPUNLIV-EQ",0
"NSE",6429,"RSSOFTWARE","NSE-RSSOFTWARE","RS Software (India)","EQ","CASH","EQ","INE165B01029",,,,,1,0.01,,,1,1,"RSSOFTWARE-EQ",0
"NSE",1250,"CASTROLIND","NSE-CASTROLIND","Castrol India","EQ","CASH","EQ","INE172A01027",,,,,1,0.01,,,1,1,"CASTROLIND-EQ",0
"NSE",3432,"TATACONSUM","NSE-TATACONSUM","Tata Consumer Produc","EQ","CASH","EQ","INE192A01025",,,,,1,0.1,,,1,1,"TATACONSUM-EQ",0
"NSE",759797,"EUROPRATIK","NSE-EUROPRATIK","Euro Pratik Sales","EQ","CASH","EQ","INE198501012",,,,,1,0.05,,,1,1,"EUROPRATIK-EQ",0
"NSE",15034,"BAJAJELEC","NSE-BAJAJELEC","Bajaj Electricals","EQ","CASH","EQ","INE193E01025",,,,,1,0.05,,,1,1,"BAJAJELEC-EQ",0
"NSE",634,"IGARASHI","NSE-IGARASHI","Igarashi Motors","EQ","CASH","EQ","INE188B01013",,,,,1,0.05,,,1,1,"IGARASHI-EQ",0
"NSE",2643,"PFIZER","NSE-PFIZER","Pfizer","EQ","CASH","EQ","INE182A01018",,,,,1,0.5,,,1,1,"PFIZER-EQ",0
"NSE",13091,"EKC","NSE-EKC","Everest Kanto","EQ","CASH","EQ","INE184H01027",,,,,1,0.01,,,1,1,"EKC-EQ",0
"NSE",757919,"BORANA","NSE-BORANA","Borana Weaves","EQ","CASH","EQ","INE16SF01016",,,,,1,0.01,,,1,1,"BORANA-EQ",0
"NSE",2049,"CHENNPETRO","NSE-CHENNPETRO","Chennai Petro Corp","EQ","CASH","EQ","INE178A01016",,,,,1,0.05,,,1,1,"CHENNPETRO-EQ",0
"NSE",24398,"EMCURE","NSE-EMCURE","Emcure Pharma","EQ","CASH","EQ","INE168P01015",,,,,1,0.1,,,1,1,"EMCURE-EQ",0
"NSE",22277,"WORTHPERI","NSE-WORTHPERI","Worth Peripherals","EQ","CASH","EQ","INE196Y01018",,,,,1,0.01,,,1,1,"WORTHPERI-EQ",0
"NSE",1802,"JYOTISTRUC","NSE-JYOTISTRUC","Jyoti Structures","EQ","CASH","EQ","INE197A01024",,,,,1,0.01,,,1,1,"JYOTISTRUC-EQ",0
"NSE",19,"STYRENIX","NSE-STYRENIX","Styrenix Performance","EQ","CASH","EQ","INE189B01011",,,,,1,0.1,,,1,1,"STYRENIX-EQ",0
"NSE",7672,"IMAGICAA","NSE-IMAGICAA","Imagicaaworld","EQ","CASH","EQ","INE172N01012",,,,,1,0.01,,,1,1,"IMAGICAA-EQ",0
"NSE",9385,"PNCINFRA","NSE-PNCINFRA","PNC Infratech","EQ","CASH","EQ","INE195J01029",,,,,1,0.05,,,1,1,"PNCINFRA-EQ",0
"NSE",1023,"FEDERALBNK","NSE-FEDERALBNK","The Federal Bank","EQ","CASH","EQ","INE171A01029",,,,,1,0.01,,,1,1,"FEDERALBNK-EQ",0
"NSE",759411,"OMFREIGHT","NSE-OMFREIGHT","Om Freight Forwarder","EQ","CASH","EQ","INE1BZC01019",,,,,1,0.01,,,1,1,"OMFREIGHT-EQ",0
