"exchange","exchange_token","trading_symbol","groww_symbol","name","instrument_type","segment","series","isin","underlying_symbol","underlying_exchange_token","expiry_date","strike_price","lot_size","tick_size","freeze_quantity","is_reserved","buy_allowed","sell_allowed","internal_trading_symbol","is_intraday"
"NSE",20877,"PSPPROJECT","NSE-PSPPROJECT","PSP Projects","EQ","CASH","EQ","INE488V01015",,,,,1,0.05,,,1,1,"PSPPROJECT-EQ",0
"NSE",11233,"SUVEN","NSE-SUVEN","Suven Life Sciences","EQ","CASH","EQ","INE495B01038",,,,,1,0.01,,,1,1,"SUVEN-EQ",0
"NSE",1627,"LINDEINDIA","NSE-LINDEINDIA","Linde India","EQ","CASH","EQ","INE473A01011",,,,,1,0.5,,,1,1,"LINDEINDIA-EQ",0
"NSE",2056,"HOMEFIRST","NSE-HOMEFIRST","Home First Finance","EQ","CASH","EQ","INE481N01025",,,,,1,0.1,,,1,1,"HOMEFIRST-EQ",0
"NSE",11813,"SHOPERSTOP","NSE-SHOPERSTOP","Shoppers Stop","EQ","CASH","EQ","INE498B01024",,,,,1,0.05,,,1,1,"SHOPERSTOP-EQ",0
"NSE",781,"DALMIASUG","NSE-DALMIASUG","Dalmia Bharat Inds","EQ","CASH","EQ","INE495A01022",,,,,1,0.05,,,1,1,"DALMIASUG-EQ",0
"NSE",3965,"REMSONSIND","NSE-REMSONSIND","Remsons Industries","EQ","CASH","EQ","INE474C01023",,,,,1,0.01,,,1,1,"REMSONSIND-EQ",0
"NSE",12603,"PRECAM","NSE-PRECAM","Precision Camshafts","EQ","CASH","EQ","INE484I01029",,,,,1,0.01,,,1,1,"PRECAM-EQ",0
"NSE",715,"HEUBACHIND","NSE-HEUBACHIND","Heubach Colorants(I)","EQ","CASH","EQ","INE492A01029",,,,,1,0.05,,,1,1,"HEUBACHIND-EQ",0
"NSE",24948,"LTF","NSE-LTF","L&T Finance","EQ","CASH","EQ","INE498L01015",,,,,1,0.05,,,1,1,"LTF-EQ",0
"NSE",13061,"360ONE","NSE-360ONE","360 One Wam","EQ","CASH","EQ","INE466L01038",,,,,1,0.1,,,1,1,"360ONE-EQ",0
"NSE",17351,"SALONA","NSE-SALONA","Salona Cotspin","EQ","CASH","EQ","INE498E01010",,,,,1,0.05,,,1,1,"SALONA-EQ",0
"NSE",10794,"CANBK","NSE-CANBK","Canara Bank","EQ","CASH","EQ","INE476A01022",,,,,1,0.01,,,1,1,"CANBK-EQ",0
"NSE",18679,"HPL","NSE-HPL","HPL Electric & Power","EQ","CASH","EQ","INE495S01016",,,,,1,0.05,,,1,1,"HPL-EQ",0
"NSE",1628,"BECTORFOOD","NSE-BECTORFOOD","Mrs Bectors Food","EQ","CASH","EQ","INE495P01012",,,,,1,0.1,,,1,1,"BECTORFOOD-EQ",0
"NSE",19556,"BHANDARI","NSE-BHANDARI","Bhandari Hosiery","EQ","CASH","EQ","INE474E01029",,,,,1,0.01,,,1,1,"BHANDARI-EQ",0
"NSE",14019,"VEEDOL","NSE-VEEDOL","Veedol Corporation","EQ","CASH","EQ","INE484C01030",,,,,1,0.1,,,1,1,"VEEDOL-EQ",0
"NSE",7791,"UNIINFO","NSE-UNIINFO","Uniinfo Telecom","EQ","CASH","EQ","INE481Z01011",,,,,1,0.01,,,1,1,"UNIINFO-EQ",0
"NSE",28314,"ANUHPHR","NSE-ANUHPHR","Anuh Pharma","EQ","CASH","EQ","INE489G01022",,,,,1,0.01,,,1,1,"ANUHPHR-EQ",0
"NSE",11956,"MEDANTA","NSE-MEDANTA","Global Health","EQ","CASH","EQ","INE474Q01031",,,,,1,0.1,,,1,1,"MEDANTA-EQ",0
"NSE",9668,"HIKAL","NSE-HIKAL","Hikal","EQ","CASH","EQ","INE475B01022",,,,,1,0.01,,,1,1,"HIKAL-EQ",0
"NSE",14894,"CENTRALBK","NSE-CENTRALBK","Central Bank of India","EQ","CASH","EQ","INE483A01010",,,,,1,0.01,,,1,1,"CENTRALBK-EQ",0
"NSE",15254,"CEATLTD","NSE-CEATLTD","CEAT","EQ","CASH","EQ","INE482A01020",,,,,1,0.1,,,1,1,"CEATLTD-EQ",0
"NSE",20296,"SHAH","NSE-SHAH","Shah Metacorp","EQ","CASH","EQ","INE482J01021",,,,,1,0.01,,,1,1,"SHAH-EQ",0
"NSE",422,"BHARATFORG","NSE-BHARATFORG","Bharat Forge","EQ","CASH","EQ","INE465A01025",,,,,1,0.1,,,1,1,"BHARATFORG-EQ",0
"NSE",1879,"CARYSIL","NSE-CARYSIL","Carysil","EQ","CASH","EQ","INE482D01024",,,,,1,0.05,,,1,1,"CARYSIL-EQ",0
"NSE",6973,"DMCC","NSE-DMCC","DMCC Speciality Chem","EQ","CASH","EQ","INE505A01010",,,,,1,0.05,,,1,1,"DMCC-EQ",0
"NSE",17186,"SHRIPISTON","NSE-SHRIPISTON","Shriram Pistons","EQ","CASH","EQ","INE526E01018",,,,,1,0.1,,,1,1,"SHRIPISTON-EQ",0
"NSE",11999,"FCSSOFT","NSE-FCSSOFT","FCS Software Soln","EQ","CASH","EQ","INE512B01022",,,,,1,0.01,,,1,1,"FCSSOFT-EQ",0
"NSE",8591,"AKSHOPTFBR","NSE-AKSHOPTFBR","Aksh Optifibre","EQ","CASH","EQ","INE523B01011",,,,,1,0.01,,,1,1,"AKSHOPTFBR-EQ",0
"NSE",15219,"PATINTLOG","NSE-PATINTLOG","Patel Integrated Log","EQ","CASH","EQ","INE529D01014",,,,,1,0.01,,,1,1,"PATINTLOG-EQ",0
"NSE",25835,"VINCOFE","NSE-VINCOFE","Vintage Coffee","EQ","CASH","EQ","INE498Q01014",,,,,1,0.01,,,1,1,"VINCOFE-EQ",0
"NSE",17357,"GKWLIMITED","NSE-GKWLIMITED","GKW","EQ","CASH","EQ","INE528A01020",,,,,1,0.1,,,1,1,"GKWLIMITED-EQ",0
"NSE",489,"ICEMAKE","NSE-ICEMAKE","Ice Make Refrig","EQ","CASH","EQ","INE520Y01019",,,,,1,0.05,,,1,1,"ICEMAKE-EQ",0
"NSE",9039,"UFO","NSE-UFO","UFO Moviez India","EQ","CASH","EQ","INE527H01019",,,,,1,0.01,,,1,1,"UFO-EQ",0
"NSE",13725,"DCBBANK","NSE-DCBBANK","DCB Bank","EQ","CASH","EQ","INE503A01015",,,,,1,0.01,,,1,1,"DCBBANK-EQ",0
"NSE",11480,"KRIDHANINF","NSE-KRIDHANINF","Kridhan Infra","EQ","CASH","EQ","INE524L01026",,,,,1,0.01,,,1,1,"KRIDHANINF-EQ",0
"NSE",19731,"GPPL","NSE-GPPL","Gujarat Pipavav Port","EQ","CASH","EQ","INE517F01014",,,,,1,0.01,,,1,1,"GPPL-EQ",0
"NSE",11809,"IIFL","NSE-IIFL","IIFL Finance","EQ","CASH","EQ","INE530B01024",,,,,1,0.05,,,1,1,"IIFL-EQ",0
"NSE",21275,"SUMMITSEC","NSE-SUMMITSEC","Summit Securities","EQ","CASH","EQ","INE519C01017",,,,,1,0.1,,,1,1,"SUMMITSEC-EQ",0
"NSE",8341,"CALSOFT","NSE-CALSOFT","California Software","EQ","CASH","EQ","INE526B01014",,,,,1,0.01,,,1,1,"CALSOFT-EQ",0
"NSE",15157,"RHL","NSE-RHL","Robust Hotels","EQ","CASH","EQ","INE508K01013",,,,,1,0.01,,,1,1,"RHL-EQ",0
"NSE",4522,"SIGIND","NSE-SIGIND","Signet Industries","EQ","CASH","EQ","INE529F01035",,,,,1,0.01,,,1,1,"SIGIND-EQ",0
"NSE",11212,"SHK","NSE-SHK","SH Kelkar & Co","EQ","CASH","EQ","INE500L01026",,,,,1,0.01,,,1,1,"SHK-EQ",0
"NSE",3807,"VINEETLAB","NSE-VINEETLAB","Vineet Laborator","EQ","CASH","EQ","INE505Y01010",,,,,1,0.01,,,1,1,"VINEETLAB-EQ",0
"NSE",14116,"GANDHITUBE","NSE-GANDHITUBE","Gandhi Special Tubes","EQ","CASH","EQ","INE524B01027",,,,,1,0.05,,,1,1,"GANDHITUBE-EQ",0
"NSE",1053,"UFLEX","NSE-UFLEX","Uflex","EQ","CASH","EQ","INE516A01017",,,,,1,0.05,,,1,1,"UFLEX-EQ",0
"NSE",757953,"EUROBOND","NSE-EUROBOND","Euro Panel Products","EQ","CASH","EQ","INE505V01016",,,,,1,0.01,,,1,1,"EUROBOND-EQ",0
"NSE",13870,"KUANTUM","NSE-KUANTUM","Kuantum Papers","EQ","CASH","EQ","INE529I01021",,,,,1,0.01,,,1,1,"KUANTUM-EQ",0
"NSE",20086,"CPCAP","NSE-CPCAP","CP Capital","EQ","CASH","EQ","INE521J01018",,,,,1,0.01,,,1,1,"CPCAP-EQ",0
"NSE",1076,"ZENSARTECH","NSE-ZENSARTECH","Zensar Technologies","EQ","CASH","EQ","INE520A01027",,,,,1,0.05,,,1,1,"ZENSARTECH-EQ",0
"NSE",16395,"MMP","NSE-MMP","MMP Industries","EQ","CASH","EQ","INE511Y01018",,,,,1,0.05,,,1,1,"MMP-EQ",0
"NSE",12072,"SCPL","NSE-SCPL","Sheetal Cool Prods","EQ","CASH","EQ","INE501Y01019",,,,,1,0.01,,,1,1,"SCPL-EQ",0
"NSE",11403,"POONAWALLA","NSE-POONAWALLA","Poonawalla Fincorp","EQ","CASH","EQ","INE511C01022",,,,,1,0.05,,,1,1,"POONAWALLA-EQ",0
"NSE",20374,"COALINDIA","NSE-COALINDIA","Coal India","EQ","CASH","EQ","INE522F01014",,,,,1,0.05,,,1,1,"COALINDIA-EQ",0
"NSE",759316,"RUBICON","NSE-RUBICON","Rubicon Research","EQ","CASH","EQ","INE506V01022",,,,,1,0.05,,,1,1,"RUBICON-EQ",0
"NSE",3586,"MOKSH","NSE-MOKSH","Moksh Ornaments","EQ","CASH","EQ","INE514Y01020",,,,,1,0.01,,,1,1,"MOKSH-EQ",0
"NSE",14707,"TIMETECHNO","NSE-TIMETECHNO","Time Technoplast","EQ","CASH","EQ","INE508G01029",,,,,1,0.01,,,1,1,"TIMETECHNO-EQ",0
"NSE",11271,"DREDGECORP","NSE-DREDGECORP","Dredging Corporation","EQ","CASH","EQ","INE506A01018",,,,,1,0.05,,,1,1,"DREDGECORP-EQ",0
"NSE",1011,"SCHAEFFLER","NSE-SCHAEFFLER","Schaeffler India","EQ","CASH","EQ","INE513A01022",,,,,1,0.1,,,1,1,"SCHAEFFLER-EQ",0
"NSE",4907,"ENGINERSIN","NSE-ENGINERSIN","Engineers India","EQ","CASH","EQ","INE510A01028",,,,,1,0.01,,,1,1,"ENGINERSIN-EQ",0
"NSE",17933,"BEARDSELL","NSE-BEARDSELL","Beardsell","EQ","CASH","EQ","INE520H01022",,,,,1,0.01,,,1,1,"BEARDSELL-EQ",0
"NSE",1190,"FMGOETZE","NSE-FMGOETZE","Federal-Mogul Goetze","EQ","CASH","EQ","INE529A01010",,,,,1,0.05,,,1,1,"FMGOETZE-EQ",0
"NSE",21339,"STEELXIND","NSE-STEELXIND","Steel Exchange India","EQ","CASH","EQ","INE503B01021",,,,,1,0.01,,,1,1,"STEELXIND-EQ",0
"NSE",19061,"MANAPPURAM","NSE-MANAPPURAM","Manappuram Finance","EQ","CASH","EQ","INE522D01027",,,,,1,0.05,,,1,1,"MANAPPURAM-EQ",0
"NSE",11915,"YESBANK","NSE-YESBANK","Yes Bank","EQ","CASH","EQ","INE528G01035",,,,,1,0.01,,,1,1,"YESBANK-EQ",0
"NSE",12188,"INOXGREEN","NSE-INOXGREEN","Inox Green Energy Se","EQ","CASH","EQ","INE510W01014",,,,,1,0.05,,,1,1,"INOXGREEN-EQ",0
"NSE",811,"DCMSHRIRAM","NSE-DCMSHRIRAM","DCM Shriram","EQ","CASH","EQ","INE499A01024",,,,,1,0.1,,,1,1,"DCMSHRIRAM-EQ",0
"NSE",12384,"ZIMLAB","NSE-ZIMLAB","Zim Laboratories","EQ","CASH","EQ","INE518E01015",,,,,1,0.01,,,1,1,"ZIMLAB-EQ",0
"NSE",11979,"HTMEDIA","NSE-HTMEDIA","HT Media","EQ","CASH","EQ","INE501G01024",,,,,1,0.01,,,1,1,"HTMEDIA-EQ",0
"NSE",1085,"GABRIEL","NSE-GABRIEL","Gabriel India","EQ","CASH","EQ","INE524A01029",,,,,1,0.1,,,1,1,"GABRIEL-EQ",0
"NSE",6858,"DHRUV","NSE-DHRUV","Dhruv Consultancy","EQ","CASH","EQ","INE506Z01015",,,,,1,0.01,,,1,1,"DHRUV-EQ",0
"NSE",827,"DEEPAKFERT","NSE-DEEPAKFERT","Deepak Fert & Petro","EQ","CASH","EQ","INE501A01019",,,,,1,0.1,,,1,1,"DEEPAKFERT-EQ",0
"NSE",8954,"TTML","NSE-TTML","Tata Tele (Maha)","EQ","CASH","EQ","INE517B01013",,,,,1,0.01,,,1,1,"TTML-EQ",0
"NSE",12847,"KRISHANA","NSE-KRISHANA","Krishana Phoschem","EQ","CASH","EQ","INE506W01012",,,,,1,0.05,,,1,1,"KRISHANA-EQ",0
"NSE",18520,"CUPID","NSE-CUPID","Cupid","EQ","CASH","EQ","INE509F01029",,,,,1,0.01,,,1,1,"CUPID-EQ",0
"NSE",1073,"FOSECOIND","NSE-FOSECOIND","Foseco India","EQ","CASH","EQ","INE519A01011",,,,,1,0.5,,,1,1,"FOSECOIND-EQ",0
"NSE",817,"DCW","NSE-DCW","DCW","EQ","CASH","EQ","INE500A01029",,,,,1,0.01,,,1,1,"DCW-EQ",0
"NSE",20203,"URJA","NSE-URJA","Urja Global","EQ","CASH","EQ","INE550C01020",,,,,1,0.01,,,1,1,"URJA-EQ",0
"NSE",9049,"ROTO","NSE-ROTO","Roto Pumps","EQ","CASH","EQ","INE535D01037",,,,,1,0.01,,,1,1,"ROTO-EQ",0
"NSE",21951,"HFCL","NSE-HFCL","HFCL","EQ","CASH","EQ","INE548A01028",,,,,1,0.01,,,1,1,"HFCL-EQ",0
"NSE",5865,"LAGNAM","NSE-LAGNAM","Lagnam Spintex","EQ","CASH","EQ","INE548Z01017",,,,,1,0.01,,,1,1,"LAGNAM-EQ",0
"NSE",759956,"ARSSBL","NSE-ARSSBL","Anand Rathi Share","EQ","CASH","EQ","INE549H01021",,,,,1,0.05,,,1,1,"ARSSBL-EQ",0
"NSE",13720,"JHS","NSE-JHS","JHS Svendgaard Lab","EQ","CASH","EQ","INE544H01014",,,,,1,0.01,,,1,1,"JHS-EQ",0
"NSE",1336,"HEG","NSE-HEG","HEG","EQ","CASH","EQ","INE545A01024",,,,,1,0.05,,,1,1,"HEG-EQ",0
"NSE",13522,"NECCLTD","NSE-NECCLTD","North Eastern Carrying","EQ","CASH","EQ","INE553C01016",,,,,1,0.01,,,1,1,"NECCLTD-EQ",0
"NSE",24308,"ABDL","NSE-ABDL","Allied Blenders","EQ","CASH","EQ","INE552Z01027",,,,,1,0.05,,,1,1,"ABDL-EQ",0
"NSE",1289,"GFLLIMITED","NSE-GFLLIMITED","GFL","EQ","CASH","EQ","INE538A01037",,,,,1,0.01,,,1,1,"GFLLIMITED-EQ",0
"NSE",25235,"XTGLOBAL","NSE-XTGLOBAL","Xtglobal Infotech","EQ","CASH","EQ","INE547B01028",,,,,1,0.01,,,1,1,"XTGLOBAL-EQ",0
"NSE",1127,"GHCL","NSE-GHCL","GHCL","EQ","CASH","EQ","INE539A01019",,,,,1,0.05,,,1,1,"GHCL-EQ",0
"NSE",1196,"KANSAINER","NSE-KANSAINER","Kansai Nerolac","EQ","CASH","EQ","INE531A01024",,,,,1,0.01,,,1,1,"KANSAINER-EQ",0
"NSE",757754,"PICCADIL","NSE-PICCADIL","Piccadily Agro","EQ","CASH","EQ","INE546C01010",,,,,1,0.05,,,1,1,"PICCADIL-EQ",0
"NSE",15119,"EDELWEISS","NSE-EDELWEISS","Edelweiss Financial Services","EQ","CASH","EQ","INE532F01054",,,,,1,0.01,,,1,1,"EDELWEISS-EQ",0
"NSE",11703,"ALKEM","NSE-ALKEM","Alkem Laboratories","EQ","CASH","EQ","INE540L01014",,,,,1,0.5,,,1,1,"ALKEM-EQ",0
"NSE",5108,"KPIGREEN","NSE-KPIGREEN","KPI Green Energy","EQ","CASH","EQ","INE542W01025",,,,,1,0.05,,,1,1,"KPIGREEN-EQ",0
"NSE",20178,"AKSHARCHEM","NSE-AKSHARCHEM","Aksharchem (India)","EQ","CASH","EQ","INE542B01011",,,,,1,0.05,,,1,1,"AKSHARCHEM-EQ",0
"NSE",24823,"MANCREDIT","NSE-MANCREDIT","MCFL","EQ","CASH","EQ","INE545L01039",,,,,1,0.01,,,1,1,"MANCREDIT-EQ",0
"NSE",1313,"HARRMALAYA","NSE-HARRMALAYA","Harrisons Malayalam","EQ","CASH","EQ","INE544A01019",,,,,1,0.01,,,1,1,"HARRMALAYA-EQ",0
"NSE",18967,"KAPSTON","NSE-KAPSTON","Kapston Services","EQ","CASH","EQ","INE542Z01028",,,,,1,0.05,,,1,1,"KAPSTON-EQ",0
"NSE",13577,"VOLTAMP","NSE-VOLTAMP","Voltamp Transformers","EQ","CASH","EQ","INE540H01012",,,,,1,0.5,,,1,1,"VOLTAMP-EQ",0
"NSE",13560,"GRINDWELL","NSE-GRINDWELL","Grindwell Norton","EQ","CASH","EQ","INE536A01023",,,,,1,0.1,,,1,1,"GRINDWELL-EQ",0
"NSE",6040,"EIFFL","NSE-EIFFL","Euro India Fresh Foods","EQ","CASH","EQ","INE546V01010",,,,,1,0.01,,,1,1,"EIFFL-EQ",0
"NSE",1375,"HCC","NSE-HCC","Hindustan Constr","EQ","CASH","EQ","INE549A01026",,,,,1,0.01,,,1,1,"HCC-EQ",0
"NSE",1570,"GMMPFAUDLR","NSE-GMMPFAUDLR","GMM Pfaudler","EQ","CASH","EQ","INE541A01023",,,,,1,0.1,,,1,1,"GMMPFAUDLR-EQ",0
"NSE",757049,"RAJOOENG","NSE-RAJOOENG","Rajoo Engineers","EQ","CASH","EQ","INE535F01024",,,,,1,0.01,,,1,1,"RAJOOENG-EQ",0
"NSE",15234,"AMBIKCO","NSE-AMBIKCO","Ambika Cotton Mills","EQ","CASH","EQ","INE540G01014",,,,,1,0.1,,,1,1,"AMBIKCO-EQ",0
"NSE",14937,"CIEINDIA","NSE-CIEINDIA","CIE Automotive India","EQ","CASH","EQ","INE536H01010",,,,,1,0.05,,,1,1,"CIEINDIA-EQ",0
"NSE",17939,"HINDCOPPER","NSE-HINDCOPPER","Hindustan Copper","EQ","CASH","EQ","INE531E01026",,,,,1,0.05,,,1,1,"HINDCOPPER-EQ",0
"NSE",11779,"ACEINTEG","NSE-ACEINTEG","Ace Integrated Soln","EQ","CASH","EQ","INE543V01017",,,,,1,0.01,,,1,1,"ACEINTEG-EQ",0
"NSE",12009,"IMPAL","NSE-IMPAL","IMPAL","EQ","CASH","EQ","INE547E01014",,,,,1,0.1,,,1,1,"IMPAL-EQ",0
"NSE",17197,"PAKKA","NSE-PAKKA","Pakka","EQ","CASH","EQ","INE551D01018",,,,,1,0.01,,,1,1,"PAKKA-EQ",0
"NSE",6848,"GREENLAM","NSE-GREENLAM","Greenlam Industries","EQ","CASH","EQ","INE544R01021",,,,,1,0.05,,,1,1,"GREENLAM-EQ",0
"NSE",2263,"BANDHANBNK","NSE-BANDHANBNK","Bandhan Bank","EQ","CASH","EQ","INE545U01014",,,,,1,0.01,,,1,1,"BANDHANBNK-EQ",0
"NSE",14223,"TIIL","NSE-TIIL","Technocraft Inds","EQ","CASH","EQ","INE545H01011",,,,,1,0.1,,,1,1,"TIIL-EQ",0
"NSE",2439,"NKIND","NSE-NKIND","NK Industries","EQ","CASH","EQ","INE542C01019",,,,,1,0.01,,,1,1,"NKIND-EQ",0
"NSE",18721,"NUVAMA","NSE-NUVAMA","Nuvama Wealth","EQ","CASH","EQ","INE531F01015",,,,,1,0.5,,,1,1,"NUVAMA-EQ",0
"NSE",13517,"EMAMILTD","NSE-EMAMILTD","Emami","EQ","CASH","EQ","INE548C01032",,,,,1,0.05,,,1,1,"EMAMILTD-EQ",0
"NSE",10238,"CONFIPET","NSE-CONFIPET","Confidence Petro","EQ","CASH","EQ","INE552D01024",,,,,1,0.01,,,1,1,"CONFIPET-EQ",0
"NSE",15228,"UJJIVANSFB","NSE-UJJIVANSFB","Ujjivan Small Fin","EQ","CASH","EQ","INE551W01018",,,,,1,0.01,,,1,1,"UJJIVANSFB-EQ",0
"NSE",13276,"LANDMARK","NSE-LANDMARK","Landmark Cars","EQ","CASH","EQ","INE559R01029",,,,,1,0.05,,,1,1,"LANDMARK-EQ",0
"NSE",13791,"PARSVNATH","NSE-PARSVNATH","Parsvnath Developers","EQ","CASH","EQ","INE561H01026",,,,,1,0.01,,,1,1,"PARSVNATH-EQ",0
"NSE",11435,"SPANDANA","NSE-SPANDANA","Spandana Sphoorty","EQ","CASH","EQ","INE572J01011",,,,,1,0.05,,,1,1,"SPANDANA-EQ",0
"NSE",9348,"IOB","NSE-IOB","Indian Overseas Bank","EQ","CASH","EQ","INE565A01014",,,,,1,0.01,,,1,1,"IOB-EQ",0
"NSE",2316,"HEIDELBERG","NSE-HEIDELBERG","Heidelberg Cement","EQ","CASH","EQ","INE578A01017",,,,,1,0.01,,,1,1,"HEIDELBERG-EQ",0
"NSE",9260,"ARROWGREEN","NSE-ARROWGREEN","Arrow Greentech","EQ","CASH","EQ","INE570D01018",,,,,1,0.05,,,1,1,"ARROWGREEN-EQ",0
"NSE",18977,"UNIVASTU","NSE-UNIVASTU","Univastu India","EQ","CASH","EQ","INE562X01013",,,,,1,0.01,,,1,1,"UNIVASTU-EQ",0
"NSE",2988,"SANDESH","NSE-SANDESH","Sandesh","EQ","CASH","EQ","INE583B01015",,,,,1,0.1,,,1,1,"SANDESH-EQ",0
"NSE",17071,"URAVIDEF","NSE-URAVIDEF","Uravi Defence&Tech.","EQ","CASH","EQ","INE568Z01015",,,,,1,0.01,,,1,1,"URAVIDEF-EQ",0
"NSE",5313,"UGROCAP","NSE-UGROCAP","Ugro Capital","EQ","CASH","EQ","INE583D01011",,,,,1,0.01,,,1,1,"UGROCAP-EQ",0
"NSE",1726,"JBCHEPHARM","NSE-JBCHEPHARM","JB Chem & Pharma","EQ","CASH","EQ","INE572A01036",,,,,1,0.1,,,1,1,"JBCHEPHARM-EQ",0
"NSE",5606,"INTLCONV","NSE-INTLCONV","Intl Conveyors","EQ","CASH","EQ","INE575C01027",,,,,1,0.01,,,1,1,"INTLCONV-EQ",0
"NSE",23512,"TARACHAND","NSE-TARACHAND","Tara Chand Infra.","EQ","CASH","EQ","INE555Z01020",,,,,1,0.01,,,1,1,"TARACHAND-EQ",0
"NSE",20852,"ZEELEARN","NSE-ZEELEARN","Zee Learn","EQ","CASH","EQ","INE565L01011",,,,,1,0.01,,,1,1,"ZEELEARN-EQ",0
"NSE",2841,"LXCHEM","NSE-LXCHEM","Laxmi Organic Inds.","EQ","CASH","EQ","INE576O01020",,,,,1,0.01,,,1,1,"LXCHEM-EQ",0
"NSE",18119,"SRGHFL","NSE-SRGHFL","SRG Housing","EQ","CASH","EQ","INE559N01010",,,,,1,0.05,,,1,1,"SRGHFL-EQ",0
"NSE",1521,"INDIAGLYCO","NSE-INDIAGLYCO","India Glycols","EQ","CASH","EQ","INE560A01023",,,,,1,0.05,,,1,1,"INDIAGLYCO-EQ",0
"NSE",2307,"MUNJALSHOW","NSE-MUNJALSHOW","Munjal Showa","EQ","CASH","EQ","INE577A01027",,,,,1,0.01,,,1,1,"MUNJALSHOW-EQ",0
"NSE",6782,"NIPPOBATRY","NSE-NIPPOBATRY","Indo National","EQ","CASH","EQ","INE567A01028",,,,,1,0.05,,,1,1,"NIPPOBATRY-EQ",0
"NSE",1633,"IPCALAB","NSE-IPCALAB","Ipca Laboratories","EQ","CASH","EQ","INE571A01038",,,,,1,0.1,,,1,1,"IPCALAB-EQ",0
"NSE",13101,"VIMTALABS","NSE-VIMTALABS","Vimta Labs","EQ","CASH","EQ","INE579C01029",,,,,1,0.05,,,1,1,"VIMTALABS-EQ",0
"NSE",14309,"INDIANB","NSE-INDIANB","Indian Bank","EQ","CASH","EQ","INE562A01011",,,,,1,0.05,,,1,1,"INDIANB-EQ",0
"NSE",22602,"PFS","NSE-PFS","PTC Financial Serv","EQ","CASH","EQ","INE560K01014",,,,,1,0.01,,,1,1,"PFS-EQ",0
"NSE",18479,"ISFT","NSE-ISFT","Intrasoft Tech","EQ","CASH","EQ","INE566K01011",,,,,1,0.01,,,1,1,"ISFT-EQ",0
"NSE",13111,"ORIENTCER","NSE-ORIENTCER","Orient Abrasives","EQ","CASH","EQ","INE569C01020",,,,,1,0.01,,,1,1,"ORIENTCER-EQ",0
"NSE",18908,"PNBHOUSING","NSE-PNBHOUSING","PNB Housing Finance","EQ","CASH","EQ","INE572E01012",,,,,1,0.05,,,1,1,"PNBHOUSING-EQ",0
"NSE",7425,"HECPROJECT","NSE-HECPROJECT","HEC Infra Projects","EQ","CASH","EQ","INE558R01013",,,,,1,0.01,,,1,1,"HECPROJECT-EQ",0
"NSE",14435,"JKTYRE","NSE-JKTYRE","JK Tyre & Industries","EQ","CASH","EQ","INE573A01042",,,,,1,0.05,,,1,1,"JKTYRE-EQ",0
"NSE",393,"GLOBE","NSE-GLOBE","Globe Enterprises(I)","EQ","CASH","EQ","INE581X01021",,,,,1,0.01,,,1,1,"GLOBE-EQ",0
"NSE",7083,"STARHEALTH","NSE-STARHEALTH","Star Health Insurance","EQ","CASH","EQ","INE575P01011",,,,,1,0.05,,,1,1,"STARHEALTH-EQ",0
"NSE",1708,"JAYBARMARU","NSE-JAYBARMARU","Jay Bharat Maruti","EQ","CASH","EQ","INE571B01036",,,,,1,0.01,,,1,1,"JAYBARMARU-EQ",0
"NSE",21484,"STEL","NSE-STEL","STEL Holdings","EQ","CASH","EQ","INE577L01016",,,,,1,0.05,,,1,1,"STEL-EQ",0
"NSE",1455,"BIRLANU","NSE-BIRLANU","BirlaNu","EQ","CASH","EQ","INE557A01011",,,,,1,0.1,,,1,1,"BIRLANU-EQ",0
"NSE",15266,"JKIL","NSE-JKIL","J Kumar Infra","EQ","CASH","EQ","INE576I01022",,,,,1,0.05,,,1,1,"JKIL-EQ",0
"NSE",17728,"ASTEC","NSE-ASTEC","Astec Lifesciences","EQ","CASH","EQ","INE563J01010",,,,,1,0.05,,,1,1,"ASTEC-EQ",0
"NSE",1630,"IONEXCHANG","NSE-IONEXCHANG","Ion Exchange","EQ","CASH","EQ","INE570A01022",,,,,1,0.05,,,1,1,"IONEXCHANG-EQ",0
"NSE",27839,"SAILIFE","NSE-SAILIFE","Sai Life Sciences","EQ","CASH","EQ","INE570L01029",,,,,1,0.05,,,1,1,"SAILIFE-EQ",0
"NSE",14838,"DECCANCE","NSE-DECCANCE","Deccan Cements","EQ","CASH","EQ","INE583C01021",,,,,1,0.1,,,1,1,"DECCANCE-EQ",0
"NSE",4007,"CORALFINAC","NSE-CORALFINAC","Coral India Finance","EQ","CASH","EQ","INE558D01021",,,,,1,0.01,,,1,1,"CORALFINAC-EQ",0
"NSE",1994,"LIBERTSHOE","NSE-LIBERTSHOE","Liberty Shoes","EQ","CASH","EQ","INE557B01019",,,,,1,0.05,,,1,1,"LIBERTSHOE-EQ",0
"NSE",13900,"CREST","NSE-CREST","Crest Ventures","EQ","CASH","EQ","INE559D01011",,,,,1,0.05,,,1,1,"CREST-EQ",0
"NSE",2809,"RAJSREESUG","NSE-RAJSREESUG","Rajshree Sugars","EQ","CASH","EQ","INE562B01019",,,,,1,0.01,,,1,1,"RAJSREESUG-EQ",0
"NSE",1485,"IFBIND","NSE-IFBIND","IFB Industries","EQ","CASH","EQ","INE559A01017",,,,,1,0.1,,,1,1,"IFBIND-EQ",0
